Wall time,Step,Value
1614553585.7720766,1,1.9312961101531982
1614553639.7679782,101,0.6970582008361816
1614553701.7507594,201,0.5759910941123962
1614553730.0212288,301,0.2240585833787918
1614553789.473567,401,0.08664271235466003
1614553814.3178363,501,0.15962757170200348
1614553860.6179183,601,0.3918416202068329
1614553885.1278028,701,0.0902874693274498
1614553909.5045934,801,0.1727241575717926
1614553955.8867824,901,0.3214346766471863
1614553980.5925012,1001,0.24583818018436432
1614554005.3635457,1101,0.0643414631485939
1614554063.317232,1201,0.1809135228395462
1614554087.8596485,1301,0.20123495161533356
1614554134.3119893,1401,0.3173486590385437
1614554158.8326604,1501,0.3033416271209717
1614554183.6156325,1601,0.1294058859348297
1614554229.984315,1701,0.08435193449258804
1614554254.8253727,1801,0.06173376366496086
1614554279.5871665,1901,0.13551311194896698
1614554326.652851,2001,0.19451148808002472
1614554351.280913,2101,0.1341944932937622
1614554376.097849,2201,0.16250447928905487
1614554422.859263,2301,0.04311232641339302
1614554447.6892843,2401,0.08872351050376892
1614554472.5904624,2501,0.12220043689012527
1614554519.0378199,2601,0.18878412246704102
1614554543.7819514,2701,0.09005866944789886
1614554568.172995,2801,0.08625936508178711
1614554614.6667805,2901,0.06930194050073624
1614554639.6620255,3001,0.05789707601070404
1614554664.3331602,3101,0.058702535927295685
1614554711.4436626,3201,0.16975265741348267
1614554736.303074,3301,0.06577550619840622
1614554760.9771097,3401,0.053434085100889206
1614554778.423079,3501,0.16557863354682922
1614554824.6603026,3601,0.027703478932380676
1614554849.403033,3701,0.04796932637691498
1614554874.2466996,3801,0.15741857886314392
1614554921.0498307,3901,0.10533364117145538
1614554945.7626586,4001,0.09915916621685028
1614554970.8635755,4101,0.1462351381778717
1614555017.145233,4201,0.15788790583610535
1614555041.8348353,4301,0.18412122130393982
1614555066.1098104,4401,0.07092417031526566
1614555112.4388072,4501,0.011915566399693489
1614555137.5540977,4601,0.0987376719713211
1614555161.9561186,4701,0.06530400365591049
1614555209.3527265,4801,0.13714897632598877
1614555234.3871558,4901,0.05702799931168556
1614555259.0937195,5001,0.14824789762496948
1614555305.953367,5101,0.11015703529119492
