Wall time,Step,Value
1614546055.7286797,1,1.4003422260284424
1614546108.0668614,101,0.6970018148422241
1614546134.682011,201,1.0290131568908691
1614546209.384868,301,0.20785947144031525
1614546229.441892,401,1.1825311183929443
1614546294.813221,501,0.4534203112125397
1614546314.8272462,601,0.6092312932014465
1614546381.0762148,701,0.18092800676822662
1614546398.5932353,801,0.1062367632985115
1614546462.8368,901,0.2110547572374344
1614546480.2238517,1001,0.32256266474723816
1614546532.6151557,1101,0.12435752898454666
1614546550.0931756,1201,0.2701069116592407
1614546574.7690527,1301,0.2752745449542999
1614546592.0960703,1401,0.1800825595855713
1614546656.9752004,1501,0.15676908195018768
1614546674.4482167,1601,0.05525347217917442
1614546739.0669045,1701,0.0669565424323082
1614546756.5789201,1801,0.11480040848255157
1614546810.1693344,1901,0.20932501554489136
1614546827.7753527,2001,0.13860179483890533
1614546852.497637,2101,0.22122719883918762
1614546869.9586523,2201,0.07062327116727829
1614546922.7486544,2301,0.09366168826818466
1614546940.363668,2401,0.024442341178655624
1614546965.1937196,2501,0.07535064965486526
1614546982.617734,2601,0.02784070000052452
1614547035.0591767,2701,0.1631195992231369
1614547052.4281886,2801,0.11987047642469406
1614547076.882176,2901,0.14853781461715698
1614547094.514189,3001,0.043153755366802216
1614547148.0608373,3101,0.2898392677307129
1614547165.4588826,3201,0.14302264153957367
1614547190.3789482,3301,0.0946405678987503
1614547207.7419603,3401,0.11089687794446945
1614547260.7795653,3501,0.0795140191912651
1614547278.1845415,3601,0.15168730914592743
1614547302.7685223,3701,0.028447885066270828
1614547320.274533,3801,0.1050444096326828
1614547373.5138364,3901,0.014688081108033657
1614547390.7798436,4001,0.2388192117214203
1614547415.3933587,4101,0.05298059433698654
1614547433.0093231,4201,0.06298497319221497
1614547450.5153344,4301,0.07666639983654022
1614547503.721559,4401,0.0703892931342125
1614547521.1275709,4501,0.03736177831888199
1614547545.5938551,4601,0.020531311631202698
1614547563.0818617,4701,0.039368148893117905
1614547616.0418532,4801,0.07212374359369278
1614547633.5008628,4901,0.04040888324379921
1614547658.5379758,5001,0.02113783359527588
1614547676.0769835,5101,0.09091635048389435
1614547729.5179229,5201,0.03722719848155975
1614547747.0939324,5301,0.07150975614786148
1614547771.8223612,5401,0.05795705318450928
1614547789.4273677,5501,0.16965951025485992
1614547854.6976457,5601,0.03951586037874222
1614547872.14565,5701,0.13741125166416168
1614547926.1659923,5801,0.07608233392238617
1614547943.7039964,5901,0.02914196252822876
1614547968.3664045,6001,0.08040417730808258
1614547985.944375,6101,0.08132186532020569
1614548039.5783572,6201,0.06127530336380005
1614548057.2333589,6301,0.04575030878186226
1614548082.871002,6401,0.08705418556928635
1614548100.5700033,6501,0.04316341131925583
1614548153.6211615,6601,0.014222178608179092
1614548171.0541615,6701,0.05575426295399666
1614548195.7958822,6801,0.009105125442147255
1614548213.2908795,6901,0.04421389102935791
1614548266.6864853,7001,0.06755789369344711
1614548284.3074887,7101,0.02811037190258503
1614548309.3852754,7201,0.11527800559997559
1614548327.004277,7301,0.11442051827907562
1614548380.5918617,7401,0.041070736944675446
1614548398.276861,7501,0.022699814289808273
1614548423.1526144,7601,0.039075158536434174
1614548440.8826146,7701,0.020670969039201736
1614548494.1203885,7801,0.029838357120752335
1614548511.6793885,7901,0.0049079847522079945
1614548536.4692771,8001,0.02410484477877617
1614548553.803278,8101,0.017030077055096626
1614548606.3306358,8201,0.01529814675450325
1614548623.670635,8301,0.06274455040693283
1614548641.2136676,8401,0.08135844767093658
1614548665.8752284,8501,0.02103330008685589
1614548683.3962276,8601,0.010628342628479004
1614548736.1894786,8701,0.008427372202277184
1614548753.5264757,8801,0.008257579989731312
1614548778.0266132,8901,0.11991406977176666
1614548795.3056095,9001,0.047282375395298004
1614548848.2496479,9101,0.09082823991775513
1614548865.547643,9201,0.04750477522611618
1614548889.9277537,9301,0.0522199347615242
1614548907.431749,9401,0.0545419305562973
1614548960.056718,9501,0.0373687669634819
1614548977.485714,9601,0.008904017508029938
1614549002.113482,9701,0.11060522496700287
1614549019.6984766,9801,0.01971137523651123
1614549072.3236022,9901,0.06518346071243286
1614549089.7399135,10001,0.04095025733113289
1614549114.5951595,10101,0.024375619366765022
1614549132.0131533,10201,0.008384405635297298
