Wall time,Step,Value
1614347962.2120352,1,1.446000337600708
1614348006.198927,101,0.7679252028465271
1614348041.777101,201,0.1300705373287201
1614348067.445338,301,1.468821406364441
1614348087.8672428,401,0.13240784406661987
1614348174.2572389,501,0.30329447984695435
1614348197.288488,601,0.26033177971839905
1614348225.3666816,701,0.1928916871547699
1614348243.5541723,801,0.12885522842407227
1614348320.0819442,901,0.36177128553390503
1614348337.472591,1001,0.14654426276683807
1614348354.878859,1101,0.22155000269412994
1614348372.3476267,1201,0.2394939810037613
1614348450.211825,1301,0.492200642824173
1614348467.6002846,1401,0.2660001516342163
1614348485.1002698,1501,0.17974334955215454
1614348502.5065396,1601,0.03221113979816437
1614348580.754238,1701,0.14979663491249084
1614348598.0823808,1801,0.11625389009714127
1614348615.4730196,1901,0.09619708359241486
1614348632.9018655,2001,0.46277308464050293
1614348698.8084397,2101,0.11193665117025375
1614348716.0354936,2201,0.026626210659742355
1614348733.4105093,2301,0.20985324680805206
1614348750.9261498,2401,0.24748288094997406
1614348828.4093578,2501,0.1821739822626114
1614348845.799993,2601,0.12770988047122955
1614348863.2218797,2701,0.22065314650535583
1614348880.6229286,2801,0.4155924320220947
1614348958.4667253,2901,0.40415364503860474
1614348975.8886452,3001,0.143824502825737
1614348993.2479951,3101,0.22249983251094818
1614349010.6542542,3201,0.13506290316581726
1614349088.420601,3301,0.16966186463832855
1614349105.748735,3401,0.12063153088092804
1614349123.1862435,3501,0.0608334057033062
1614349140.6527393,3601,0.19350594282150269
1614349207.168391,3701,0.04169318452477455
1614349224.4965236,3801,0.118501216173172
1614349241.8715298,3901,0.11877243965864182
1614349259.230912,4001,0.051594335585832596
1614349336.3377686,4101,0.2736617922782898
1614349353.6658995,4201,0.23062846064567566
1614349371.1190617,4301,0.10755730420351028
1614349388.490157,4401,0.050213105976581573
1614349405.943321,4501,0.16401247680187225
1614349483.678454,4601,0.03863990306854248
1614349501.1003287,4701,0.11139137297868729
1614349518.4909248,4801,0.11397641897201538
1614349536.0846775,4901,0.042415834963321686
1614349614.107338,5001,0.1283799707889557
1614349631.4601188,5101,0.08061663806438446
1614349648.9913278,5201,0.06651933491230011
1614349666.413206,5301,0.06452064216136932
1614349732.9578962,5401,0.06950297951698303
1614349750.301647,5501,0.18088600039482117
1614349767.8016458,5601,0.14600808918476105
1614349785.3016458,5701,0.054604459553956985
1614349851.7553744,5801,0.1344446986913681
1614349869.067873,5901,0.04386088252067566
1614349886.593847,6001,0.06481627374887466
1614349903.8907533,6101,0.10791462659835815
1614349981.7298691,6201,0.03369610756635666
1614349999.089243,6301,0.043468862771987915
1614350016.4486198,6401,0.0180327408015728
1614350033.9017396,6501,0.1615615338087082
1614350100.2352626,6601,0.08074618875980377
1614350117.6727562,6701,0.05805676430463791
1614350135.1004174,6801,0.1748495250940323
1614350152.6785414,6901,0.08414619415998459
1614350229.9646752,7001,0.03888433799147606
1614350247.2928278,7101,0.0910814106464386
1614350264.6990418,7201,0.09254978597164154
1614350282.0740733,7301,0.17915156483650208
1614350347.581579,7401,0.14981603622436523
1614350364.8784127,7501,0.07868637889623642
1614350382.3272674,7601,0.1684076189994812
1614350399.7022305,7701,0.052227314561605453
1614350466.1084826,7801,0.044733159244060516
1614350483.4365685,7901,0.12385706603527069
1614350500.7959397,8001,0.13946007192134857
1614350518.0772138,8101,0.01896017976105213
1614350584.045009,8201,0.09214302152395248
1614350601.341877,8301,0.07941581308841705
1614350618.7481492,8401,0.19749438762664795
1614350636.1754541,8501,0.0690690279006958
1614350653.4722896,8601,0.025061873719096184
1614350718.9313505,8701,0.02146759442985058
1614350736.4469602,8801,0.090098075568676
1614350753.9156988,8901,0.022161249071359634
1614350771.4000313,9001,0.06961878389120102
1614350836.886497,9101,0.13546019792556763
1614350854.3552341,9201,0.014932721853256226
1614350871.620851,9301,0.057441145181655884
1614350888.9292085,9401,0.185092493891716
1614350956.0541272,9501,0.0380907878279686
1614350973.284263,9601,0.11541891098022461
1614350990.6592505,9701,0.027508819475769997
1614351008.0810754,9801,0.04153946787118912
1614351073.35103,9901,0.018681226298213005
1614351090.7104187,10001,0.053559113293886185
1614351108.116626,10101,0.005484116263687611
1614351125.5853612,10201,0.056060466915369034
1614351191.8415148,10301,0.054827429354190826
1614351209.2321587,10401,0.024032369256019592
1614351226.7287478,10501,0.06769634038209915
1614351244.1193874,10601,0.08611691743135452
1614351310.320639,10701,0.1357954442501068
1614351327.6643717,10801,0.01792849600315094
1614351344.9612653,10901,0.04577985405921936
1614351362.3830934,11001,0.04525565728545189
1614351428.1286836,11101,0.07869724929332733
1614351445.5036771,11201,0.014641087502241135
1614351462.8436594,11301,0.038821376860141754
1614351480.2967694,11401,0.06104537472128868
1614351546.5820992,11501,0.005720685236155987
1614351563.8164523,11601,0.05499987304210663
1614351581.3008091,11701,0.036664221435785294
1614351598.6445389,11801,0.05852343887090683
1614351664.4934685,11901,0.1273166835308075
1614351681.8997107,12001,0.027434013783931732
1614351699.290307,12101,0.037649109959602356
1614351716.6184123,12201,0.036195602267980576
1614351782.837121,12301,0.03118489310145378
1614351800.2925112,12401,0.05008556693792343
1614351817.7768676,12501,0.032788366079330444
1614351835.2768755,12601,0.04149675741791725
1614351852.6987295,12701,0.024370815604925156
1614351930.0014033,12801,0.06184803321957588
1614351947.3919737,12901,0.0141450772061944
1614351964.7357016,13001,0.11473405361175537
1614351982.1107118,13101,0.061983056366443634
1614352047.8130925,13201,0.057354990392923355
1614352065.18807,13301,0.016698651015758514
1614352082.7036405,13401,0.02920503169298172
1614352100.063025,13501,0.023206446319818497
1614352166.425436,13601,0.014910096302628517
1614352183.8316307,13701,0.04505472630262375
1614352201.2222626,13801,0.05760989338159561
1614352218.6753535,13901,0.09245941042900085
1614352284.8783638,14001,0.05368705838918686
1614352302.3783739,14101,0.015471670776605606
1614352319.7220962,14201,0.006586789153516293
1614352337.081415,14301,0.04300769791007042
1614352403.8719473,14401,0.026179637759923935
1614352421.2937589,14501,0.033965207636356354
1614352438.7468586,14601,0.041646406054496765
1614352456.2781126,14701,0.02733105607330799
1614352522.3049114,14801,0.02375851571559906
1614352539.7580392,14901,0.02384195663034916
1614352557.3341296,15001,0.07733838260173798
1614352574.7716358,15101,0.161432683467865
1614352640.802749,15201,0.015541904605925083
1614352658.177749,15301,0.013597606681287289
1614352675.6776931,15401,0.08578124642372131
1614352693.0214152,15501,0.037851203233003616
1614352758.8963044,15601,0.023062441498041153
1614352776.1931503,15701,0.042438626289367676
1614352793.5525284,15801,0.02652980387210846
1614352810.8962169,15901,0.0404726043343544
1614352877.0589468,16001,0.025180703029036522
1614352894.4651663,16101,0.0160687118768692
1614352911.8557627,16201,0.020661579445004463
1614352929.246356,16301,0.008130551315844059
1614352995.7586424,16401,0.05600034445524216
1614353013.1961145,16501,0.023482676595449448
1614353030.7117062,16601,0.018853025510907173
1614353048.1094644,16701,0.041981447488069534
1614353065.5312858,16801,0.03715062886476517
1614353131.259403,16901,0.024179954081773758
1614353148.6968713,17001,0.010986865498125553
1614353166.0874667,17101,0.0360194593667984
1614353183.6186836,17201,0.037296541035175323
1614353250.8998854,17301,0.05717189982533455
1614353268.4311008,17401,0.022037625312805176
1614353285.931072,17501,0.040921393781900406
1614353303.3798754,17601,0.03057675249874592
1614353369.379744,17701,0.03283396735787392
1614353386.8702776,17801,0.00453094020485878
1614353404.1358693,17901,0.00795024074614048
1614353421.5108325,18001,0.04413510486483574
1614353487.2828882,18101,0.004807052668184042
1614353504.6734474,18201,0.01369002927094698
1614353522.0484304,18301,0.053060613572597504
1614353539.3921275,18401,0.03580309450626373
1614353606.1282253,18501,0.03381577506661415
1614353623.4719408,18601,0.029137128964066505
1614353640.9406857,18701,0.020168134942650795
1614353658.3468995,18801,0.04700835794210434
1614353724.5948474,18901,0.014858098700642586
1614353742.0010636,19001,0.029612889513373375
1614353759.3760588,19101,0.013554483652114868
1614353776.7822719,19201,0.02108476497232914
1614353843.0305774,19301,0.13578982651233673
1614353860.3118246,19401,0.022782636806368828
1614353877.7275672,19501,0.13345147669315338
1614353895.1806204,19601,0.01939157024025917
1614353961.1648202,19701,0.020109036937355995
1614353978.5866222,19801,0.009321419522166252
1614353996.0397432,19901,0.05872510373592377
1614354013.5240471,20001,0.006788179278373718
1614354079.22117,20101,0.05877937376499176
1614354096.5335984,20201,0.030939456075429916
1614354114.0491865,20301,0.011387556791305542
1614354131.4120271,20401,0.050151243805885315
